<<<<<<< HEAD
nama_kunci,mata_pelajaran,deskripsi,link_gambar
Bumi - Atmosfer,Pengetahuan Umum & Sains,"Rata-rata tekanan atmosfer di permukaan Bumi adalah 101,325 kPa, dengan ketingggian skala sekitar 5 km. Atmosfer mengandung 78% nitrogen dan 21% oksigen, selebihnya adalah uap air, karbon dioksida, dan molekul gas lainnya. Ketinggian troposfer beragam menurut garis lintang, berkisar antara 8 km di wilayah kutub hingga 17 km di wilayah khatulistiwa, dan beberapa variasi yang diakibatkan oleh faktor musim dan cuaca. Biosfer Bumi secara perlahan telah memermak komposisi atmosfer. Fotosintesis oksigenik berevolusi 2,7 miliar tahun yang lalu, yang membentuk atmosfer nitrogen-oksigen utama saat ini. Peristiwa ini memungkinkan terjadinya proliferasi organisme aerobik, serta pembentukan lapisan ozon yang menghalangi radiasi surya ultraungu memasuki Bumi dan menjamin kelangsungan kehidupan di darat. Fungsi atmosfer lainnya yang penting bagi kehidupan di Bumi adalah mengangkut uap air, menyediakan gas bernilai guna, membakar meteor berukuran kecil sebelum menghantam permukaan Bumi, dan memoderatori suhu. Fenomena yang terakhir dikenal dengan efek rumah kaca; proses penangkapan energi panas yang dipancarkan dari permukaan Bumi pada atmosfer sehingga meningkatkan suhu rata-rata. Uap air, karbon dioksida, metana, dan ozon merupakan gas rumah kaca utama pada atmosfer Bumi. Tanpa pemancaran panas ini, suhu rata-rata di permukaan Bumi akan mencapai −18 °C, berbeda jauh dengan suhu rata-rata saat ini (+15 °C), dan kehidupan kemungkinan besar tidak akan bisa bertahan. Atmosfer Bumi tidak memiliki batas pasti, secara perlahan menipis dan mengabur ke angkasa luar. Tiga perempat massa atmosfer berada pada ketinggian 11 kilometer dari permukaan Bumi. Lapisan terbawah ini disebut dengan troposfer. Energi dari Matahari memanaskan lapisan ini, serta permukaan di bawahnya, yang menyebabkan terjadinya pemuaian udara. Udara pada lapisan ini kemudian bergerak naik dan digantikan oleh udara dingin dengan kelembapan yang lebih tinggi. Akibatnya, terjadi sirkulasi atmosferik yang memicu pembentukan cuaca dan iklim melalui pendistribusian kembali energi panas. Dampak utama sirkulasi atmosferik adalah terjadinya angin pasat di wilayah khatulistiwa yang berada pada garis lintang 30° dan angin barat di wilayah-wilayah lintang tengah antara 30° dan 60°. Arus laut juga menjadi faktor penting dalam menentukan iklim, terutama sirkulasi termohalin yang menyebarkan energi panas dari lautan di khatulistiwa ke wilayah kutub. Uap air yang dihasilkan melalui penguapan di permukaan Bumi diangkut oleh pola sirkulasi di atmosfer. Saat atmosfer melakukan pengangkatan udara hangat dan lembap, uap air akan mengalami kondensasi dan mengendap ke permukaan Bumi melalui proses presipitasi. Air yang diturunkan ke permukaan Bumi dalam bentuk hujan kemudian diangkut menuju ketinggian yang lebih rendah oleh sungai dan biasanya kembali ke laut atau bermuara di danau. Peristiwa ini disebut dengan siklus air, yang merupakan mekanisme penting untuk mendukung kelangsungan kehidupan di darat dan faktor utama yang menyebabkan erosi di permukaan Bumi pada periode geologi. Pola presipitasi atau curah hujan ini sangat beragam, berkisar dari beberapa meter air per tahun hingga kurang dari satu milimeter. Sirkulasi atmosferik, topologi, dan perbedaan suhu juga menentukan curah hujan rata-rata yang turun di setiap wilayah. Besar energi surya yang mencapai Bumi akan menurun seiring dengan meningkatnya lintang. Pada lintang yang lebih tinggi, cahaya matahari mencapai permukaan Bumi pada sudut yang lebih rendah dan harus melewati kolom atmosfer yang lebih tebal. Akibatnya, suhu rata-rata di permukaan laut menurun sekitar 0,4 °C per derajat jarak lintang dari khatulistiwa. Bumi bisa dibagi menjadi zona lintang spesifik berdasarkan perkiraan kesamaan iklim. Pembagian ini berkisar dari wilayah khatulistiwa hingga ke wilayah kutub, yakni zona iklim tropis (atau khatulistiwa), subtropis, iklim sedang, dan kutub. Iklim juga bisa diklasifikasikan menurut suhu dan curah hujan, yang ditandai dengan wilayah iklim dengan massa udara yang seragam. Yang paling umum digunakan adalah sistem klasifikasi iklim Köppen (dicetuskan oleh Wladimir Köppen). Klasifikasi ini membagi Bumi menjadi lima zona iklim (tropis lembap, kering, lintang tengah lembap, kontinental, dan kutub dingin), yang kemudian dibagi lagi menjadi subjenis yang lebih spesifik. Di atas troposfer, atmosfer terbagi menjadi stratosfer, mesosfer, dan termosfer. Masing-masing lapisan ini memiliki tingkat lincir berbeda, yang umumnya didasarkan pada tingkat perubahan suhu dan ketinggian. Di luar lapisan ini, terdapat lapisan eksosfer dan magnetosfer, tempat medan magnet Bumi berinteraksi dengan angin surya. Di dalam stratosfer terdapat lapisan ozon, komponen yang berperan melindungi permukaan Bumi dari sinar ultraungu dan memiliki peran penting bagi kehidupan di Bumi. Garis Kármán, yang dihitung 100 km di atas permukaan Bumi, adalah garis khayal yang membatasi atmosfer dengan luar angkasa. Energi panas menyebabkan beberapa molekul di tepi luar atmosfer Bumi meningkatkan kecepatan sehingga bisa melepaskan diri dari gravitasi Bumi. Hal ini menyebabkan terjadinya kebocoran atmosfer ke luar angkasa. Hidrogen, yang memiliki berat molekul rendah, bisa mencapai kecepatan lepas yang lebih tinggi dan lebih mudah mengalami kebocoran ke luar angkasa jika dibandingkan dengan gas lainnya. Kebocoran hidrogen ke luar angkasa mendorong keadaan Bumi dari yang awalnya mengalami reduksi menjadi oksidasi. Fotosintesis menyediakan sumber oksigen bebas bagi kehidupan di Bumi, tetapi ketiadaan agen pereduksi seperti hidrogen menyebabkan meluasnya penyebaran oksigen di atmosfer. Kemampuan hidrogen untuk melepaskan diri dari atmosfer turut memengaruhi sifat kehidupan yang berkembang di Bumi. Saat ini, atmosfer yang kaya oksigen mengubah hidrogen menjadi air sebelum memiliki kesempatan untuk melepaskan diri. Sebaliknya, sebagian besar peristiwa pelepasan hidrogen terjadi akibat penghancuran metana di atmosfer atas.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Medan magnet,Pengetahuan Umum & Sains,"Medan magnet Bumi diperkirakan terbentuk karena dipole magnetik, dengan kutub magnet berada pada kutub geografi Bumi. Pada khatulistiwa medan magnet, kekuatan medan magnet di permukaan Bumi mencapai 3.05 × 10−5 T, dengan momen dipole magnet global 7.91 × 1015 T m3. Menurut teori dinamo, medan magnet dihasilkan di dalam wilayah inti luar tempat energi panas menciptakan gerakan konveksi material konduksi dan menghasilkan arus listrik. Proses ini pada gilirannya menciptakan medan magnet Bumi. Gerakan konveksi pada inti Bumi berlangsung dengan tidak teratur; kutub magnet melayang dan secara berkala mengubah arah gaya magnet. Hal ini memicu terjadinya pembalikan medan pada interval tak beraturan, yang berlangsung beberapa kali setiap jutaan tahun. Pembalikan medan terakhir terjadi sekitar 700.000 tahun yang lalu. Medan magnet membentuk lapisan magnetosfer, yang berfungsi membiaskan partikel yang terkandung dalam angin surya. Tepi medan magnet yang mengarah ke Matahari berjarak sekitar 13 kali radius Bumi. Tabrakan antara medan magnet dan angin surya menghasilkan sabuk radiasi Van Allen, yakni area berbentuk torus konsentris dengan partikel bermuatan energi. Saat plasma memasuki atmosfer Bumi pada kutub magnet, maka terbentuklah aurora.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Rotasi,Pengetahuan Umum & Sains,"Kala rotasi Bumi yang bersifat relatif terhadap Matahari–disebut hari Matahari–adalah 86.400 detik dari waktu Matahari rata-rata (86.400,0025 SI detik). Karena periode hari Matahari Bumi saat ini lebih panjang dari periode ketika abad ke-19 akibat akselerasi pasang surut, setiap hari bervariasi antara 0 hingga 2 SI ms lebih panjang. Kala rotasi Bumi yang relatif terhadap bintang tetap, dinamakan hari bintang oleh International Earth Rotation and Reference Systems Service (IERS), adalah 86.164,098903691 detik dari waktu Matahari rata-rata (UT1), atau 23h 56m 4,098903691s.[catatan 12] Kala rotasi Bumi yang relatif terhadap presesi atau pergerakan ekuinoks vernal, dinamakan hari sideris, adalah 86.164,09053083288 detik dari waktu Matahari rata-rata (UT1) (23h 56m 4.09053083288s) hingga 1982. Dengan demikian, hari sideris kira-kira lebih singkat 8,4 ms dari hari bintang. Panjang hari Matahari rata-rata dalam satuan detik SI dihitung oleh IERS untuk periode 1623–2005 dan 1962–2005. Selain meteor pada atmosfer dan satelit berorbit rendah, gerakan utama benda langit di atas Bumi adalah ke arah barat, dengan laju 15°/jam = 15'/menit. Untuk benda langit di dekat khatulistiwa angkasa, pergerakannya terlihat pada diameter Matahari dan Bulan setiap dua menit; dari permukaan Bumi, ukuran Matahari dan Bulan kurang lebih sama.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Orbit,Pengetahuan Umum & Sains,"Bumi mengorbit Matahari pada jarak rata-rata sekitar 150 juta kilometer setiap 365,2564 hari Matahari rata-rata, atau satu tahun sideris. Dari Bumi, akan terlihat jelas gerakan Matahari ke arah timur dengan laju sekitar 1°/hari, yang memperjelas diameter Bulan atau Bumi setiap 12 jam. Karena pergerakan ini, Bumi membutuhkan waktu rata-rata 24 jam (atau hari Matahari) untuk menyelesaikan putaran penuh pada porosnya sehingga Matahari bisa kembali ke meridian. Rata-rata kecepatan orbit Bumi adalah 29,8 km/s (107.000 km/h), cukup cepat untuk menempuh jarak yang sama dengan diameter planet, atau sekitar 12.742 km dalam waktu tujuh menit, dan jarak ke Bulan, 384.000 km dalam waktu 3,5 jam. Bulan berputar dengan Bumi mengelilingi barisenter setiap 27,32 hari. Saat dipadukan dengan sistem revolusi Bumi-Bulan mengelilingi Matahari, periode Bulan sinodik dari bulan baru ke bulan baru adalah 29,53 hari. Jika dilihat dari kutub utara langit, gerakan Bumi, Bulan, dan rotasi sumbu mereka berlawanan dengan jarum jam. Sedangkan jika dilihat dari sudut pandang di atas kutub utara, baik Matahari dan Bumi, Bumi berputar dengan arah berlawanan mengelilingi Matahari. Bidang orbit dan sumbu Bumi tidak teratur; sumbu Bumi miring sekitar 23,4 derajat dari serenjang bidang orbit Bumi-Matahari (ekliptika), dan bidang orbit Bumi-Bulan miring sekitar ±5,1 derajat dari bidang orbit Bumi-Matahari. Tanpa kemiringan ini, akan muncul gerhana setiap dua minggu, bergantian antara gerhana bulan dan gerhana matahari. Bukit sfer, atau lingkup pengaruh gravitasi Bumi, adalah sekitar 1,5 Gm atau 1.500.000 km di radius.[catatan 13] Ini adalah jarak maksimum saat pengaruh gravitasi Bumi lebih kuat daripada Matahari dan planet-planet jauh. Objek harus mengorbit Bumi dalam radius ini, atau mereka akan terkena dampak perturbasi gravitasi Matahari. Bumi, bersama dengan Tata Surya, terletak di galaksi Bima Sakti dan mengorbit sekitar 28.000 tahun cahaya dari pusat galaksi. Saat ini, Bumi berada sekitar 20 tahun cahaya di atas bidang galaktik di lengan spiral Orion.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Kemiringan sumbu dan musim,Pengetahuan Umum & Sains,"Karena kemiringan sumbu Bumi, jumlah sinar matahari yang jatuh pada titik tertentu di permukaan Bumi bervariasi sepanjang tahun. Hal ini menyebabkan perubahan musim pada iklim. Musim panas di belahan utara terjadi saat Kutub Utara mengarah tepat ke Matahari, dan musim dingin berlangsung di saat sebaliknya. Ketika musim panas, hari berlangsung lebih lama dan Matahari naik lebih tinggi di langit. Pada musim dingin, iklim pada umumnya menjadi lebih dingin dan hari berjalan dengan lebih pendek. Di atas Lingkar Arktik, peristiwa ekstrem terjadi saat tidak ada siang hari dan malam berlangsung lebih dari 24 jam sehubungan dengan fenomena malam kutub. Di belahan selatan, situasinya berkebalikan dengan Kutub Utara; orientasi Kutub Selatan berlawanan dengan arah Kutub Utara. Secara astronomis, empat musim ditentukan oleh titik balik matahari–titik saat kemiringan sumbu maksimum orbit menuju atau menjauh dari Matahari–dan ekuinoks, saat arah kemiringan dan arah Matahari berada pada satu garis tegak lurus (serenjang). Di belahan utara, titik balik matahari musim dingin terjadi pada tanggal 21 Desember, titik balik matahari musim panas pada 21 Juni, ekuinoks musim semi sekitar tanggal 20 Maret, dan ekuinoks musim gugur tanggal 23 September. Di belahan selatan, situasinya terbalik; titik balik matahari musim panas dan musim dingin terjadi sebaliknya dan ekuinoks musim semi dan musim gugur dipertukarkan tanggalnya. Sudut kemiringan Bumi relatif stabil dalam jangka waktu yang lama. Kemiringan ini mengalami nutasi; gerakan kecil dan tidak teratur dengan periode utama 18,6 tahun. Orientasi (bukannya sudut) dari sumbu Bumi juga berubah dari waktu ke waktu, yang mengalami presesi di sekeliling lingkaran penuh setiap 25.800 tahun; presesi inilah yang menyebabkan perbedaan antara tahun sideris dan tahun tropis. Kedua gerakan ini disebabkan oleh adanya daya tarik yang beragam dari Matahari dan Bulan terhadap tonjolan khatulistiwa Bumi. Dari sudut pandang Bumi, kutub juga berpindah beberapa meter di sepanjang permukaan. Gerakan kutub ini memiliki beberapa komponen siklis, yang secara kolektif dikenal dengan gerakan kuasiperiodik. Selain komponen tersebut, terdapat siklus 14 bulanan yang dinamakan gerakan Chandler. Kecepatan rotasi Bumi juga bervariasi, yang dikenal dengan fenomena variasi panjang hari. Di zaman modern, perihelion Bumi terjadi sekitar tanggal 3 Januari, dan aphelion pada tanggal 4 Juli. Tanggal ini akan berubah seiring waktu karena proses presesi dan faktor orbital lainnya, yang mengikuti pola siklus yang dikenal dengan siklus Milankovitch. Perubahan jarak antara Bumi dan Matahari menyebabkan meningkatnya energi surya yang mencapai Bumi sebesar 6,9%.[catatan 14] Karena belahan bumi selatan miring menghadap Matahari ketika Bumi mencapai jarak terdekatnya dengan Matahari, belahan selatan menerima energi surya yang lebih banyak jika dibandingkan dengan belahan utara selama setahun. Dampak fenomena ini jauh lebih besar daripada perubahan energi total yang disebabkan oleh kemiringan sumbu, dan sebagian besar kelebihan energi tersebut diserap oleh air dalam jumlah banyak di belahan selatan.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Kelayakhunian,Pengetahuan Umum & Sains,"Sebuah planet yang bisa mendukung kehidupan disebut dengan planet layak huni, meskipun kehidupan tersebut tidak berasal dari sana. Bumi memiliki air–lingkungan tempat molekul organik kompleks merakit diri dan berinteraksi, dan memiliki energi yang cukup untuk mempertahankan metabolisme. Jarak Bumi dari Matahari, eksentrisitas orbit, laju rotasi, kemiringan sumbu, sejarah geologi, atmosfer, dan medan magnet pelindung merupakan faktor-faktor yang bersumbangsih terhadap kondisi iklim di permukaan Bumi saat ini.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Biosfer,Pengetahuan Umum & Sains,"Kehidupan Bumi secara keseluruhan membentuk biosfer. Biosfer Bumi diperkirakan mulai berevolusi sekitar 3,5 miliar tahun yang lalu. Biosfer terbagi menjadi sejumlah bioma, yang dihuni oleh hewan dan tumbuhan sejenis. Di daratan, bioma dibagi menurut perbedaan lintang, ketinggian dari permukaan laut, dan kelembaban. Bioma kebumian membentang di Lingkar Antarktika dan Arktik, di lintang tinggi atau wilayah kering, yang umumnya memiliki tumbuhan dan hewan yang jarang; keanekaragaman spesies mencapai puncaknya di dataran rendah di lintang khatulistiwa.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Evolusi kehidupan,Pengetahuan Umum & Sains,"Peristiwa kimia yang sangat energik diperkirakan telah menciptakan sebuah molekul yang mampu mereplika dirinya sendiri sekitar 4 miliar tahun yang lalu. Setengah miliar tahun kemudian, nenek moyang pertama dari semua kehidupan muncul. Proses fotosintesis menyebabkan energi surya bisa dinikmati secara langsung oleh bentuk kehidupan; oksigen yang dihasilkan melalui fotosintesis terkumpul di atmosfer dan membentuk lapisan ozon (bentuk oksigen molekul ) di atmosfer bagian atas. Penggabungan sel-sel kecil di dalam sel yang lebih besar menyebabkan perkembangan sel-sel kompleks yang disebut dengan eukariota. Organisme multisel terbentuk sebagai sel di dalam koloni khusus. Dengan diserapnya radiasi ultraungu berbahaya oleh lapisan ozon, kehidupan berkembang di permukaan Bumi. Bukti awal kehidupan di Bumi adalah grafit berusia 3,7 miliar tahun yang ditemukan di batuan metasedimen di Greenland Barat dan fosil lapisan mikrob berusia 3,48 miliar tahun yang ditemukan di batu pasir di Australia Barat. Sejak 1960-an, muncul hipotesis yang menitikberatkan peristiwa glasial yang terjadi antara 750 hingga 580 juta tahun yang lalu pada era Neoproterozoikum, ketika sebagian besar permukaan Bumi ditutupi oleh lapisan es. Hipotesis ini disebut dengan ""Bumi Bola Salju"", dan diperhitungkan karena terjadi sebelum ledakan Kambrium, saat bentuk kehidupan multisel mulai berkembang biak. Setelah ledakan Kambrium sekitar 535 juta tahun yang lalu, terjadi lima peristiwa kepunahan massal besar. Peristiwa terakhir terjadi 66 juta tahun yang lalu, saat hantaman asteroid mengakibatkan kepunahan dinosaurus dan reptil besar lainnya, tetapi beberapa hewan kecil seperti mamalia pengerat berhasil selamat. Selama 66 juta tahun terakhir, kehidupan mamalia telah mengalami diversifikasi, dan beberapa juta tahun sebelumnya, primata seperti kera Afrika Orrorin tugenensis mulai memiliki kemampuan untuk berdiri tegak. Hal ini mendorong berkembangnya komunikasi dan memberikan nutrisi dan stimulan yang dibutuhkan bagi otak, yang memicu terjadinya evolusi umat manusia. Berkembangnya pertanian, dan diikuti oleh peradaban, memungkinkan manusia untuk menguasai Bumi dalam waktu singkat karena tidak adanya bentuk kehidupan lain yang mendominasi Bumi. Hal ini turut memengaruhi sifat dan kuantitas bentuk kehidupan lainnya.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Sumber daya alam dan pemanfaatan lahan,Pengetahuan Umum & Sains,"Bumi menyediakan sumber daya yang digunakan oleh manusia untuk tujuan yang bermanfaat. Beberapa di antaranya adalah sumber daya tak terbarukan, seperti bahan bakar mineral, yang sulit untuk ditambah atau diperbarui dalam waktu singkat. Sebagian besar bahan bakar fosil terkandung dalam kerak Bumi, yang terdiri dari batu bara, minyak bumi, gas alam, dan metana klarat. Sumber daya ini dimanfaatkan oleh manusia untuk memproduksi energi atau sebagai bahan baku untuk memproduksi bahan-bahan kimia. Bijih mineral juga terbentuk di dalam kerak Bumi melalui proses genesis bijih, yang disebabkan oleh aktivitas erosi dan tektonik lempeng. Mineral ini menjadi sumber konsentrasi bagi banyak logam dan unsur kimia bernilaiguna lainnya. Biosfer Bumi memproduksi banyak produk-produk biologi yang bermanfaat bagi kehidupan manusia, termasuk makanan, kayu, obat-obatan, oksigen, dan pendaurulangan limbah-limbah organik. Ekosistem darat bergantung pada humus dan air tawar, sedangkan ekosistem laut bergantung pada nutrisi terlarut yang diluruhkan dari darat. Pada tahun 1980, 5.053 Mha lahan di permukaan Bumi terdiri dari hutan dan rimba, 6.788 Mha padang rumput dan lahan peternakan, dan sisanya 1.501 Mha dibudidayakan sebagai lahan pertanian. Jumlah lahan irigasi pada tahun 1993 diperkirakan 2.481.250 km2. Manusia juga hidup di darat dengan memanfaatkan bahan bangunan untuk membangun tempat tinggal.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Bencana alam dan lingkungan,Pengetahuan Umum & Sains,"Sebagian besar wilayah di permukaan Bumi mengalami cuaca ekstrem seperti siklon tropis, badai, hurikan, atau taifun yang mengancam kehidupan di wilayah tersebut. Dari tahun 1980 sampai 2000, bencana-bencana tersebut telah mengakibatkan kematian setidaknya 11.800 jiwa per tahun. Akibat aktivitas Bumi atau tindakan manusia, banyak wilayah di permukaan Bumi yang dilanda oleh gempa bumi, tanah longsor, tsunami, letusan gunung berapi, tornado, badai salju, banjir, kekeringan, kebakaran hutan, dan bencana alam lainnya. Akibat tindakan manusia, wilayah-wilayah tertentu di permukaan Bumi juga kerap mengalami polusi udara atau air, hujan asam dan zat beracun, musnahnya vegetasi (deforestasi, desertifikasi), kepunahan spesies, degradasi tanah, penipisan tanah, erosi, dan pengenalan spesies invasif. Menurut Perserikatan Bangsa-Bangsa, konsensus ilmiah saat ini mengaitkan aktivitas manusia dengan pemanasan global akibat emisi karbon dioksida industri. Fenomena ini diperkirakan akan menyebabkan perubahan seperti mencairnya gletser dan lapisan es, suhu menjadi lebih ekstrem, perubahan cuaca, dan naiknya permukaan laut.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Persebaran manusia,Pengetahuan Umum & Sains,"Kartografi, atau ilmu dan praktik pembuatan peta, serta cabang geografi terapan lainnya, secara historis telah menjadi disiplin ilmu yang bertujuan untuk menggambarkan Bumi. Survei (penentuan lokasi dan jarak) dan navigasi (penentuan posisi dan arah) berkembang sejalan dengan kartografi dan geografi, yang mampu menyediakan dan mengukur kesesuaian informasi yang diperlukan mengenai Bumi. Penduduk Bumi telah mencapai angka 7 miliar pada tanggal 31 Oktober 2011. Populasi manusia global diperkirakan akan mencapai 9,2 miliar pada tahun 2050. Pertumbuhan penduduk ini diperkirakan terjadi di negara berkembang. Kepadatan penduduk sangat beragam di seluruh dunia, dengan sebagian besar penduduk dunia berada di Asia. Pada tahun 2020, 60% penduduk dunia diperkirakan tinggal di kawasan perkotaan, bukannya di perdesaan. Dari keseluruhan permukaan Bumi, hanya seperdelapan yang bisa dihuni oleh manusia, sedangkan tiga perempatnya diselimuti oleh lautan, dan selebihnya merupakan wilayah gurun (14%), pegunungan tinggi (27%), dan relief lainnya yang tidak laik huni. Permukiman permanen paling utara di Bumi adalah Alert di Nunavut, Kanada (82°28′LU). Sedangkan permukiman yang terletak paling selatan adalah Stasiun Kutub Selatan Amundsen-Scott di Antarktika (90°LS). Negara berdaulat merdeka menguasai seluruh permukaan darat Bumi, kecuali beberapa wilayah di Antarktika dan wilayah tanpa klaim Bir Tawil di perbatasan Mesir dan Sudan. Hingga tahun 2013, terdapat 206 negara berdaulat, termasuk 193 negara anggota Perserikatan Bangsa-Bangsa. Selain itu, terdapat 59 wilayah dependensi, dan sejumlah wilayah otonom, wilayah yang dipersengketakan, dan entitas lainnya. Sepanjang sejarahnya, Bumi tidak pernah memiliki pemerintahan berdaulat yang memiliki kewenangan atas seluruh dunia, meskipun beberapa negara berupaya untuk mendominasi dunia dan gagal. Perserikatan Bangsa-Bangsa (PBB) adalah sebuah organisasi antarpemerintah di seluruh dunia yang bertujuan untuk menjadi penengah dalam persengketaan antarnegara, sehingga terhindar dari konflik bersenjata. PBB terutama sekali berfungsi sebagai forum bagi diplomasi internasional dan hukum internasional. Ketika konsensus keanggotaan memperbolehkan, maka akan disepakati mekanisme untuk melakukan intervensi militer. Manusia pertama yang mengorbit Bumi adalah Yuri Gagarin pada tanggal 12 April 1961. Secara keseluruhan, hingga 30 Juli 2010, sekitar 487 orang telah mengunjungi luar angkasa dan mencapai orbit Bumi, dan dua belas di antaranya telah menginjakkan kaki di permukaan Bulan. Keberadaan manusia di luar angkasa hanya terdapat di Stasiun Luar Angkasa Internasional. Awak stasiun, saat ini berjumlah enam orang, akan diganti setiap enam bulan sekali. Perjalanan terjauh yang dilakukan oleh manusia dari Bumi adalah sejauh 400.171 km, yang ditempuh dalam misi Apollo 13 pada tahun 1970.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Sudut pandang sejarah dan budaya,Pengetahuan Umum & Sains,"Simbol astronomi standar Bumi berbentuk palang yang dikelilingi oleh sebuah lingkaran. Tidak seperti planet lainnya di Tata Surya, sebelum abad ke-16, manusia tidak menganggap Bumi sebagai objek bergerak yang mengelilingi Matahari pada orbitnya. Bumi sering kali diumpamakan sebagai dewa atau dewi. Dalam banyak budaya, dewi semesta juga dilambangkan sebagai dewa kesuburan. Mitos penciptaan dalam sudut pandang berbagai agama menjelaskan bahwa Bumi diciptakan oleh Tuhan atau dewa. Sejumlah agama, terutama kaum fundamental Protestan atau Islam, menyatakan bahwa kisah penciptaan Bumi dan asal-usul kehidupan dalam kitab suci adalah kebenaran hakiki dan harus dipertimbangkan untuk menggantikan teori ilmiah . Pernyataan tersebut ditentang oleh kalangan ilmiah dan oleh kelompok keagamaan lainnya. Perdebatan yang cukup menonjol adalah kontroversi penciptaan evolusi. Pada masa lalu, terdapat anggapan yang meyakini bahwa Bumi itu datar, namun anggapan ini digantikan oleh Bumi bulat, konsep yang diperkenalkan oleh Pythagoras (abad ke-6 SM). Kebudayaan manusia telah mengembangkan berbagai pandangan mengenai Bumi, termasuk perumpamaan sebagai dewa planet, bentuknya yang datar, posisinya sebagai pusat alam semesta, dan Prinsip Gaia pada zaman modern, yang menyatakan bahwa Bumi adalah organisme tunggal yang mampu mengatur dirinya sendiri.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
Bumi - Pembentukan,Pengetahuan Umum & Sains,"Material paling awal yang ditemukan di Tata Surya berusia 4,5672±0,0006 Ga. Dengan demikian, Bumi diperkirakan terbentuk akibat akresi yang terjadi pada masa itu. Sekitar 4,54±0,04 miliar tahun yang lalu, Bumi primordial diperkirakan telah terbentuk. Pembentukan dan evolusi Tata Surya terjadi bersamaan dengan Matahari. Secara teori, nebula surya memisahkan volume awan molekul akibat keruntuhan gravitasi, yang mulai berputar dan berpencar di cakram sirkumstelar, dan kemudian planet-planet terbentuk bersamaan dengan bintang. Nebula mengandung gas, serat es, dan debu (termasuk nuklida primordial). Menurut teori nebula, planetesimal mulai terbentuk sebagai partikulat akibat penggumpalan kohesif dan gravitasi. Proses pembentukan Bumi primordial terus berlanjut selama 10–20 Ma kemudian. Bulan terbentuk tak lama sesudah pembentukan Bumi, sekitar 4,53 miliar tahun yang lalu. Pembentukan Bulan masih diperdebatkan oleh para ilmuwan. Hipotesis yang disepakati menjelaskan bahwa Bulan terbentuk akibat akresi materi yang terlepas dari Bumi setelah objek seukuran Mars bernama Theia bertubrukan dengan Bumi. Meskipun demikian, hipotesis ini dianggap tidak konsisten. Menurut hipotesis ini, massa Theia adalah 10% dari massa Bumi, yang bertubrukan dengan Bumi dalam tabrakan sekilas, dan sebagian massa Theia menyatu dengan Bumi. Sekitar 3,8 dan 4,1 miliar tahun yang lalu, hantaman sejumlah besar asteroid menyebabkan perubahan besar pada lingkungan permukaan Bulan yang berlubang-lubang dan lebih besar dari permukaan Bumi.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Earth_symbol_%28small%2C_bold%29.svg/40px-Earth_symbol_%28small%2C_bold%29.svg.png
